"Area Name","Area Type","Year","Month","Seasonally Adjusted(Y/N)","Status","Labor Force","Employment","Unemployment","Unemployment Rate"
"Hydesville CDP","Sub-County Place","2010","Annual","N","Final","400","400","0","0"
"McKinleyville CDP","Sub-County Place","2010","Annual","N","Final","7600","7100","600","7.3"
"Redway CDP","Sub-County Place","2010","Annual","N","Final","700","700","100","9.7"
"Rio Dell city","Sub-County Place","2010","Annual","N","Final","1600","1400","200","11.7"
"Trinidad city","Sub-County Place","2010","Annual","N","Final","200","100","0","8.6"
"Willow Creek CDP","Sub-County Place","2010","Annual","N","Final","500","500","0","7.3"
"Big Pine CDP","Sub-County Place","2010","Annual","N","Final","790","720","70","8.8"
"Bishop city","Sub-County Place","2010","Annual","N","Final","2250","2070","180","8"
"Cartago CDP","Sub-County Place","2010","Annual","N","Final","30","30","0","0"
"Darwin CDP","Sub-County Place","2010","Annual","N","Final","0","0","0","0"
"Dixon Lane Meadow Creek CDP","Sub-County Place","2010","Annual","N","Final","1410","1160","260","18.1"
"Furnace Creek CDP","Sub-County Place","2010","Annual","N","Final","100","100","10","7.7"
"Independence CDP","Sub-County Place","2010","Annual","N","Final","290","270","10","4.5"
"Keeler CDP","Sub-County Place","2010","Annual","N","Final","20","0","20","100"
"Lone Pine CDP","Sub-County Place","2010","Annual","N","Final","610","540","70","11.5"
"Mesa CDP","Sub-County Place","2010","Annual","N","Final","220","220","0","0"
"Olancha CDP","Sub-County Place","2010","Annual","N","Final","80","80","0","0"
"Round Valley CDP","Sub-County Place","2010","Annual","N","Final","210","210","0","0"
"Shoshone CDP","Sub-County Place","2010","Annual","N","Final","10","10","0","0"
"Tecopa CDP","Sub-County Place","2010","Annual","N","Final","50","50","0","0"
"West Bishop CDP","Sub-County Place","2010","Annual","N","Final","1150","1020","120","10.8"
"Wilkerson CDP","Sub-County Place","2010","Annual","N","Final","310","280","30","10"
"Clearlake city","Sub-County Place","2010","Annual","N","Final","6690","5020","1670","24.9"
"Clearlake Oaks CDP","Sub-County Place","2010","Annual","N","Final","940","750","190","20.6"
"Cobb CDP","Sub-County Place","2010","Annual","N","Final","420","380","40","9.4"
"Hidden Valley Lake CDP","Sub-County Place","2010","Annual","N","Final","2730","2320","400","14.8"
"Kelseyville CDP","Sub-County Place","2010","Annual","N","Final","1730","1330","400","23"
"Lakeport city","Sub-County Place","2010","Annual","N","Final","2020","1820","190","9.6"
"Lower Lake CDP","Sub-County Place","2010","Annual","N","Final","360","340","20","4.4"
"Lucerne CDP","Sub-County Place","2010","Annual","N","Final","1350","1150","210","15.2"
"Middletown CDP","Sub-County Place","2010","Annual","N","Final","860","710","150","17.3"
"Nice CDP","Sub-County Place","2010","Annual","N","Final","950","820","120","13"
"North Lakeport CDP","Sub-County Place","2010","Annual","N","Final","1260","1240","30","2.1"
"Upper Lake CDP","Sub-County Place","2010","Annual","N","Final","860","750","110","12.5"
"Susanville city","Sub-County Place","2010","Annual","N","Final","4430","3900","530","11.9"
"Westwood CDP","Sub-County Place","2010","Annual","N","Final","600","470","140","22.6"
"Acton CDP","Sub-County Place","2010","Annual","N","Final","3000","2800","200","6.1"
"Agoura Hills city","Sub-County Place","2010","Annual","N","Final","11200","10000","1200","10.5"
"Alhambra city","Sub-County Place","2010","Annual","N","Final","43600","40000","3700","8.4"
"Alondra Park CDP","Sub-County Place","2010","Annual","N","Final","3800","3500","300","8.5"
"Altadena CDP","Sub-County Place","2010","Annual","N","Final","21200","18500","2700","12.8"
"Arcadia city","Sub-County Place","2010","Annual","N","Final","27300","25300","2000","7.5"
"Artesia city","Sub-County Place","2010","Annual","N","Final","7800","6600","1200","15.5"
"Avalon city","Sub-County Place","2010","Annual","N","Final","1800","1800","0","0"
"Avocado Heights CDP","Sub-County Place","2010","Annual","N","Final","6700","5900","800","12.2"
"Azusa city","Sub-County Place","2010","Annual","N","Final","22600","20400","2200","9.6"
"Baldwin Park city","Sub-County Place","2010","Annual","N","Final","35700","29900","5800","16.3"
"Bell city","Sub-County Place","2010","Annual","N","Final","15700","13100","2600","16.7"
"Bell Gardens city","Sub-County Place","2010","Annual","N","Final","18300","15700","2600","14.4"
"Bellflower city","Sub-County Place","2010","Annual","N","Final","35700","31400","4300","12"
"Beverly Hills city","Sub-County Place","2010","Annual","N","Final","18200","16000","2200","12"
"Bradbury city","Sub-County Place","2010","Annual","N","Final","400","300","100","17.9"
"Burbank city","Sub-County Place","2010","Annual","N","Final","57000","51000","5900","10.4"
"Calabasas city","Sub-County Place","2010","Annual","N","Final","11700","9600","2000","17.4"
"Carson city","Sub-County Place","2010","Annual","N","Final","47400","39900","7500","15.9"
"Cerritos city","Sub-County Place","2010","Annual","N","Final","23900","21700","2300","9.5"
"Charter Oak CDP","Sub-County Place","2010","Annual","N","Final","5100","4500","600","12.5"
"Citrus CDP","Sub-County Place","2010","Annual","N","Final","5400","4800","600","11.3"
"Claremont city","Sub-County Place","2010","Annual","N","Final","16400","14400","2000","12"
"Commerce city","Sub-County Place","2010","Annual","N","Final","5300","4600","700","13.4"
"Compton city","Sub-County Place","2010","Annual","N","Final","41300","33500","7800","18.8"
"Covina city","Sub-County Place","2010","Annual","N","Final","24400","20800","3600","14.8"
"Cudahy city","Sub-County Place","2010","Annual","N","Final","10400","8800","1600","15.6"
"Culver City city","Sub-County Place","2010","Annual","N","Final","22000","19900","2100","9.4"
"Del Aire CDP","Sub-County Place","2010","Annual","N","Final","5100","4800","400","7.2"
"Desert View Highlands CDP","Sub-County Place","2010","Annual","N","Final","1400","1200","200","13.7"
"Diamond Bar city","Sub-County Place","2010","Annual","N","Final","28700","26400","2400","8.2"
"Downey city","Sub-County Place","2010","Annual","N","Final","56200","49900","6300","11.2"
"Duarte city","Sub-County Place","2010","Annual","N","Final","10900","9600","1300","11.8"
"East Los Angeles CDP","Sub-County Place","2010","Annual","N","Final","53800","47100","6700","12.5"
"East Pasadena CDP","Sub-County Place","2010","Annual","N","Final","2600","2400","200","6.2"
"East San Gabriel CDP","Sub-County Place","2010","Annual","N","Final","11300","9800","1500","13.4"
"El Monte city","Sub-County Place","2010","Annual","N","Final","52400","44300","8000","15.3"
"El Segundo city","Sub-County Place","2010","Annual","N","Final","9800","8700","1100","10.9"
"Florence Graham CDP","Sub-County Place","2010","Annual","N","Final","28300","23500","4800","17.1"
"Gardena city","Sub-County Place","2010","Annual","N","Final","29700","26000","3700","12.6"
"Glendale city","Sub-County Place","2010","Annual","N","Final","98200","86200","12000","12.2"
"Glendora city","Sub-County Place","2010","Annual","N","Final","24700","22100","2700","10.8"
"Hacienda Heights CDP","Sub-County Place","2010","Annual","N","Final","25800","23200","2600","10.1"
"Hawaiian Gardens city","Sub-County Place","2010","Annual","N","Final","6400","5700","700","10.2"
"Hawthorne city","Sub-County Place","2010","Annual","N","Final","42600","37800","4800","11.3"
"Hermosa Beach city","Sub-County Place","2010","Annual","N","Final","11000","10100","900","7.8"
"Hidden Hills city","Sub-County Place","2010","Annual","N","Final","900","800","100","8.2"
"Huntington Park city","Sub-County Place","2010","Annual","N","Final","27600","23100","4500","16.2"
"Industry city","Sub-County Place","2010","Annual","N","Final","100","100","0","14.2"
"Inglewood city","Sub-County Place","2010","Annual","N","Final","54400","45600","8800","16.2"
"Irwindale city","Sub-County Place","2010","Annual","N","Final","700","600","100","11.4"
"La Canada Flintridge city","Sub-County Place","2010","Annual","N","Final","8400","7700","800","9"
"La Crescenta Montrose CDP","Sub-County Place","2010","Annual","N","Final","9800","8500","1300","13.2"
"La Habra Heights city","Sub-County Place","2010","Annual","N","Final","2800","2600","100","5.2"
"La Mirada city","Sub-County Place","2010","Annual","N","Final","23200","21100","2100","9"
"La Puente city","Sub-County Place","2010","Annual","N","Final","18600","16500","2100","11.2"
"La Verne city","Sub-County Place","2010","Annual","N","Final","15000","13500","1500","9.8"
"Ladera Heights CDP","Sub-County Place","2010","Annual","N","Final","3000","2700","300","11.5"
"Lake Los Angeles CDP","Sub-County Place","2010","Annual","N","Final","4000","3400","600","15"
"Lakewood city","Sub-County Place","2010","Annual","N","Final","41600","37500","4100","9.8"
"Lancaster city","Sub-County Place","2010","Annual","N","Final","63600","54700","8900","14"
"Lawndale city","Sub-County Place","2010","Annual","N","Final","16500","14500","2000","12.1"
"Lennox CDP","Sub-County Place","2010","Annual","N","Final","11100","9700","1400","12.9"
"Littlerock CDP","Sub-County Place","2010","Annual","N","Final","400","300","100","20.2"
"Lomita city","Sub-County Place","2010","Annual","N","Final","10300","9700","600","5.4"
"Long Beach city","Sub-County Place","2010","Annual","N","Final","238300","205600","32600","13.7"
"Los Angeles city","Sub-County Place","2010","Annual","N","Final","1979400","1716500","262900","13.3"
"Lynwood city","Sub-County Place","2010","Annual","N","Final","28700","24300","4400","15.3"
"Malibu city","Sub-County Place","2010","Annual","N","Final","5100","4600","500","8.8"
"Manhattan Beach city","Sub-County Place","2010","Annual","N","Final","18200","17200","1000","5.3"
"Marina del Rey CDP","Sub-County Place","2010","Annual","N","Final","6700","6100","600","8.7"
"Mayflower Village CDP","Sub-County Place","2010","Annual","N","Final","2700","2500","200","7.5"
"Maywood city","Sub-County Place","2010","Annual","N","Final","12500","10800","1600","13.1"
"Monrovia city","Sub-County Place","2010","Annual","N","Final","20300","18300","2000","9.8"
"Montebello city","Sub-County Place","2010","Annual","N","Final","28100","25100","3100","10.9"
"Monterey Park city","Sub-County Place","2010","Annual","N","Final","28900","25700","3300","11.3"
"North El Monte CDP","Sub-County Place","2010","Annual","N","Final","1900","1800","100","5.5"
"Norwalk city","Sub-County Place","2010","Annual","N","Final","50600","44100","6500","12.9"
"Palmdale city","Sub-County Place","2010","Annual","N","Final","64500","53800","10600","16.5"
"Palos Verdes Estates city","Sub-County Place","2010","Annual","N","Final","5200","4900","300","6"
"Paramount city","Sub-County Place","2010","Annual","N","Final","24900","21300","3600","14.6"
"Pasadena city","Sub-County Place","2010","Annual","N","Final","75700","67200","8500","11.3"
"Pico Rivera city","Sub-County Place","2010","Annual","N","Final","29800","26400","3500","11.6"
"Pomona city","Sub-County Place","2010","Annual","N","Final","67200","57800","9400","14"
"Quartz Hill CDP","Sub-County Place","2010","Annual","N","Final","4400","4000","400","8.9"
"Rancho Palos Verdes city","Sub-County Place","2010","Annual","N","Final","18300","17200","1100","6.3"
"Redondo Beach city","Sub-County Place","2010","Annual","N","Final","39100","36000","3100","7.9"
"Rolling Hills city","Sub-County Place","2010","Annual","N","Final","500","500","100","12.8"
"Rolling Hills Estates city","Sub-County Place","2010","Annual","N","Final","3300","2900","400","12.9"
"Rosemead city","Sub-County Place","2010","Annual","N","Final","25500","21800","3700","14.4"
"Rowland Heights CDP","Sub-County Place","2010","Annual","N","Final","23400","20500","2900","12.5"
"San Dimas city","Sub-County Place","2010","Annual","N","Final","17100","15400","1700","10.1"
"San Fernando city","Sub-County Place","2010","Annual","N","Final","11400","10200","1100","9.8"
"San Gabriel city","Sub-County Place","2010","Annual","N","Final","20200","18600","1600","7.9"
"San Marino city","Sub-County Place","2010","Annual","N","Final","5400","5100","400","6.5"
"Santa Clarita city","Sub-County Place","2010","Annual","N","Final","93800","82900","10900","11.6"
"Santa Fe Springs city","Sub-County Place","2010","Annual","N","Final","8500","7800","700","8.6"
"Santa Monica city","Sub-County Place","2010","Annual","N","Final","54200","48400","5800","10.8"
"Sierra Madre city","Sub-County Place","2010","Annual","N","Final","5800","5300","500","8.6"
"Signal Hill city","Sub-County Place","2010","Annual","N","Final","5800","5400","500","7.9"
"South El Monte city","Sub-County Place","2010","Annual","N","Final","8600","7700","900","10.2"
"South Gate city","Sub-County Place","2010","Annual","N","Final","44200","37000","7100","16.1"
"South Pasadena city","Sub-County Place","2010","Annual","N","Final","14400","13100","1300","9.1"
"South San Gabriel CDP","Sub-County Place","2010","Annual","N","Final","3500","3200","300","7.9"
"South San Jose Hills CDP","Sub-County Place","2010","Annual","N","Final","9600","8200","1400","14.5"
"South Whittier CDP","Sub-County Place","2010","Annual","N","Final","27900","25200","2700","9.6"
"Temple City city","Sub-County Place","2010","Annual","N","Final","17300","15800","1400","8.4"
"Torrance city","Sub-County Place","2010","Annual","N","Final","75600","68900","6800","8.9"
"Val Verde CDP","Sub-County Place","2010","Annual","N","Final","1500","1300","200","12.4"
"Valinda CDP","Sub-County Place","2010","Annual","N","Final","11100","9800","1300","11.7"
"Vernon city","Sub-County Place","2010","Annual","N","Final","100","100","0","14.9"
"View Park Windsor Hills CDP","Sub-County Place","2010","Annual","N","Final","5900","4800","1100","18"
"Walnut city","Sub-County Place","2010","Annual","N","Final","15100","13700","1400","9.2"
"Walnut Park CDP","Sub-County Place","2010","Annual","N","Final","8100","6900","1200","14.4"
"West Athens CDP","Sub-County Place","2010","Annual","N","Final","4700","3800","1000","20.3"
